Method,Mean,Std
Baseline,0.3888,0.0000
RCP,0.5000,0.0000
Bi-level,0.3672,0.0000
Bimodal+Random,0.4462,0.0000
Random+RL,0.4382,0.0000
GA+RL,0.5000,0.0000
Onion+Ra,0.4964,0.0000
Onion+RL,0.4745,0.0000
SOLO+Ra,0.3443,0.0000
SOLO+RL,0.4778,0.0000
ROMEN+Ra,0.1873,0.0000
ROMEN+RL,0.5000,0.0000
