Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL
0.36898858159542364,0.32345777217242466,0.37667654610152695,0.3438119228863565,0.4282728705914148,0.37841025179045995,0.3923318994639881,0.39781708031169766,0.36969778388360885,0.2510635782171974
