Method,Mean,Std
Baseline,0.5839,0.0000
RCP,0.4631,0.0000
Random,0.5906,0.0000
Hybrid,0.5101,0.0000
Bi-level,0.7852,0.0000
Bimodal+Random,0.7383,0.0000
Random+RL,0.6980,0.0000
GA+RL,0.6980,0.0000
Onion+Ra,0.6577,0.0000
Onion+RL,0.4631,0.0000
