Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL
0.5838926174496645,0.46308724832214765,0.5906040268456376,0.5100671140939598,0.785234899328859,0.738255033557047,0.697986577181208,0.697986577181208,0.6577181208053692,0.46308724832214765
