Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL
0.32099500000000003,0.47939999999999994,0.211995,0.28189,0.421035,0.37885500000000005,0.46549,0.45724,0.36857000000000006,0.45123500000000005,0.292645,0.27216999999999997
0.35127,0.47939999999999994,0.211995,0.27869,0.473305,0.38642000000000004,0.4608,0.46470000000000006,0.44345,0.42155,0.334045,0.27216999999999997
0.330995,0.47939999999999994,0.211995,0.24279,0.48696000000000006,0.40795000000000003,0.44094500000000003,0.46049500000000004,0.40975,0.37670000000000003,0.313245,0.27216999999999997
0.41242,0.47939999999999994,0.211995,0.36073999999999995,0.37039000000000005,0.44866,0.44013500000000005,0.4721350000000001,0.40324499999999996,0.41176,0.35384499999999997,0.27216999999999997
0.300395,0.47939999999999994,0.211995,0.27854,0.404465,0.42784,0.47515,0.4665,0.43143000000000004,0.39683000000000007,0.32929500000000006,0.27216999999999997
0.227145,0.47939999999999994,0.211995,0.25029,0.35923499999999997,0.39642000000000005,0.45139500000000005,0.460895,0.39924500000000007,0.38854500000000003,0.334595,0.27216999999999997
0.3336700000000001,0.47939999999999994,0.211995,0.25939,0.354395,0.42422000000000004,0.470635,0.47388500000000006,0.41048,0.375305,0.287195,0.27216999999999997
0.395245,0.47939999999999994,0.211995,0.26574,0.33693999999999996,0.48527499999999996,0.45243500000000003,0.468035,0.422175,0.38699,0.25289500000000004,0.27216999999999997
0.347845,0.47939999999999994,0.211995,0.26169,0.4043,0.487455,0.4563,0.4555,0.38885000000000003,0.37170000000000003,0.31622000000000006,0.27216999999999997
0.28334499999999996,0.47939999999999994,0.211995,0.24259,0.37603499999999995,0.4885,0.47139999999999993,0.46055,0.40399500000000005,0.35196,0.29307,0.27216999999999997
0.21737000000000004,0.47939999999999994,0.211995,0.26493999999999995,0.37170499999999995,0.464125,0.47144500000000006,0.46914500000000003,0.45710999999999996,0.45787500000000003,0.30324500000000004,0.27216999999999997
0.37664500000000006,0.47939999999999994,0.211995,0.30769,0.35703,0.465655,0.47587500000000005,0.46342500000000003,0.439415,0.39053499999999997,0.35699500000000006,0.27216999999999997
0.37084500000000004,0.47939999999999994,0.211995,0.26524000000000003,0.36083000000000004,0.40566,0.47252500000000003,0.477425,0.447225,0.447955,0.334295,0.27216999999999997
0.375795,0.47939999999999994,0.211995,0.26804,0.3369999999999999,0.40057000000000004,0.46404,0.44474,0.42665000000000003,0.375655,0.34344500000000006,0.27216999999999997
0.330995,0.47939999999999994,0.211995,0.24279,0.464125,0.49180500000000005,0.44094500000000003,0.46049500000000004,0.40975,0.37670000000000003,0.313245,0.27216999999999997
0.23534500000000003,0.47939999999999994,0.211995,0.27979,0.37039000000000005,0.41599500000000006,0.4649500000000001,0.46335000000000004,0.4213,0.48195000000000005,0.272895,0.27216999999999997
0.34344500000000006,0.47939999999999994,0.211995,0.24228999999999998,0.349175,0.41688499999999995,0.44829,0.46979,0.37345500000000004,0.39552000000000004,0.29409500000000005,0.27216999999999997
0.323245,0.47939999999999994,0.211995,0.25439,0.4932549999999999,0.40815999999999997,0.47058500000000003,0.465535,0.40775,0.4022,0.235545,0.27216999999999997
0.31519499999999995,0.47939999999999994,0.211995,0.29799,0.34845499999999996,0.49615,0.46030000000000004,0.45925,0.434435,0.484455,0.236045,0.27216999999999997
0.28889500000000007,0.47939999999999994,0.211995,0.22469,0.479255,0.39943999999999996,0.446945,0.463395,0.43978,0.43618000000000007,0.310845,0.27216999999999997
0.32574500000000006,0.47939999999999994,0.211995,0.25159,0.44227500000000003,0.37973500000000004,0.4522050000000001,0.464355,0.41389000000000004,0.45565500000000003,0.301695,0.27216999999999997
0.33689500000000006,0.47939999999999994,0.211995,0.24129,0.44627,0.487805,0.45380000000000004,0.4576,0.43448999999999993,0.36772499999999997,0.297845,0.27216999999999997
0.259445,0.47939999999999994,0.211995,0.30189,0.40019499999999997,0.464705,0.470685,0.47858500000000004,0.3789,0.4143450000000001,0.308045,0.27216999999999997
