Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL
0.5,1.0,0.25,0.39,0.64,0.54,0.8,0.74,0.5,0.83,0.41,0.35
0.67,1.0,0.25,0.58,0.98,0.55,0.76,0.78,0.75,0.63,0.47,0.35
0.48,1.0,0.25,0.33,0.98,0.59,0.68,0.73,0.63,0.56,0.46,0.35
0.81,1.0,0.25,0.77,0.54,0.98,0.67,0.82,0.65,0.6,0.52,0.35
0.4,1.0,0.25,0.38,0.66,0.65,0.79,0.75,0.66,0.59,0.44,0.35
0.3,1.0,0.25,0.34,0.5,0.58,0.71,0.74,0.56,0.54,0.45,0.35
0.48,1.0,0.25,0.35,0.53,0.65,0.79,0.79,0.63,0.51,0.38,0.35
0.66,1.0,0.25,0.36,0.5,0.95,0.71,0.76,0.64,0.55,0.33,0.35
0.48,1.0,0.25,0.36,0.6,0.99,0.72,0.72,0.54,0.51,0.43,0.35
0.38,1.0,0.25,0.33,0.55,1.0,0.79,0.76,0.57,0.47,0.4,0.35
0.29,1.0,0.25,0.36,0.51,0.95,0.79,0.77,0.74,0.95,0.42,0.35
0.57,1.0,0.25,0.59,0.49,0.99,0.8,0.75,0.68,0.56,0.5,0.35
0.64,1.0,0.25,0.36,0.49,0.58,0.79,0.85,0.7,0.72,0.5,0.35
0.61,1.0,0.25,0.36,0.46,0.57,0.77,0.69,0.65,0.51,0.5,0.35
0.48,1.0,0.25,0.33,0.95,0.99,0.68,0.73,0.63,0.56,0.46,0.35
0.31,1.0,0.25,0.39,0.54,0.64,0.76,0.77,0.7,1.0,0.36,0.35
0.51,1.0,0.25,0.33,0.47,0.62,0.71,0.8,0.51,0.56,0.4,0.35
0.46,1.0,0.25,0.37,0.99,0.58,0.83,0.79,0.6,0.59,0.31,0.35
0.43,1.0,0.25,0.45,0.46,1.0,0.73,0.74,0.67,0.99,0.31,0.35
0.52,1.0,0.25,0.31,0.98,0.57,0.7,0.75,0.77,0.74,0.41,0.35
0.52,1.0,0.25,0.34,0.73,0.54,0.72,0.76,0.66,0.99,0.4,0.35
0.47,1.0,0.25,0.33,0.75,0.99,0.71,0.72,0.76,0.5,0.53,0.35
0.34,1.0,0.25,0.54,0.61,0.98,0.78,0.83,0.53,0.6,0.42,0.35
0.52,1.0,0.25,0.38,0.99,0.6,0.66,0.69,0.7,0.4,0.42,0.35
0.32,1.0,0.25,0.46,0.99,0.56,0.75,0.73,0.59,0.36,0.4,0.35
0.29,1.0,0.25,0.35,0.36,1.0,0.72,0.8,0.72,0.6,0.48,0.35
0.3,1.0,0.25,0.31,0.45,0.72,0.75,0.7,0.66,0.51,0.43,0.35
0.33,1.0,0.25,0.35,0.99,0.71,0.66,0.66,0.75,0.48,0.31,0.35
0.51,1.0,0.25,0.39,0.53,0.37,0.76,0.77,0.52,0.53,0.4,0.35
0.46,1.0,0.25,0.38,0.97,0.5,0.8,0.81,0.64,0.99,0.53,0.35
0.45,1.0,0.25,0.41,0.54,0.44,0.68,0.81,0.74,0.57,0.44,0.35
0.31,1.0,0.25,0.39,0.76,0.99,0.7,0.77,0.72,1.0,0.5,0.35
0.51,1.0,0.25,0.4,0.47,0.59,0.67,0.69,0.55,0.52,0.33,0.35
0.36,1.0,0.25,0.76,0.54,0.58,0.72,0.78,0.59,0.63,0.3,0.35
0.31,1.0,0.25,0.39,0.46,0.71,0.73,0.74,0.66,0.55,0.46,0.35
0.78,1.0,0.25,0.36,0.99,0.98,0.72,0.71,0.6,0.48,0.52,0.35
0.29,1.0,0.25,0.36,0.47,0.71,0.66,0.79,0.66,0.98,0.52,0.35
0.47,1.0,0.25,0.38,0.48,0.67,0.67,0.8,0.67,0.56,0.65,0.35
0.43,1.0,0.25,0.46,0.99,0.98,0.76,0.78,0.8,0.66,0.52,0.35
0.52,1.0,0.25,0.38,0.49,0.62,0.71,0.75,0.7,0.64,0.54,0.35
0.49,1.0,0.25,0.59,0.56,1.0,0.72,0.78,0.68,0.56,0.48,0.35
0.6,1.0,0.25,0.37,0.49,0.68,0.76,0.8,0.55,0.35,0.29,0.35
0.49,1.0,0.25,0.66,0.47,0.99,0.82,0.73,0.53,0.5,0.6,0.35
0.45,1.0,0.25,0.35,0.55,0.49,0.77,0.87,0.74,0.61,0.3,0.35
0.5,1.0,0.25,0.57,0.46,0.62,0.72,0.82,0.67,0.73,0.5,0.35
0.5,1.0,0.25,0.39,0.5,0.99,0.57,0.66,0.51,0.99,0.66,0.35
0.42,1.0,0.25,0.36,0.55,0.99,0.78,0.79,0.59,0.53,0.33,0.35
0.63,1.0,0.25,0.34,0.53,0.63,0.77,0.83,0.78,1.0,0.55,0.35
0.38,1.0,0.25,0.39,0.99,0.62,0.74,0.72,0.68,0.69,0.51,0.35
0.52,1.0,0.25,0.38,0.48,0.72,0.78,0.8,0.62,0.53,0.36,0.35
