x_val,y_val
0.0,1.0
0.01,0.8347011117784144
0.02,0.7981034820053451
0.03,0.7534030360583936
0.04,0.6988057880877974
0.05,0.6321205588285588
0.07,0.5506710358827788
0.08,0.5506710358827788
0.09,0.5443414837461952
0.11,0.4511883639059733
0.12,0.32580136627066286
0.14,0.18126924692201787
0.15,0.18126924692201787
0.16,0.17684804577757843
0.17,0.17679346304740018
0.18,0.172205784575917
0.19,0.16979650977505478
0.2,0.16732545869724733
0.21,0.16714437053848408
0.22,0.16218827356180557
0.23,0.1546830907067887
0.24,0.14942464948977163
0.25,0.14650528175889133
0.26,0.12084616461467881
0.27,0.09957043140786918
0.28,0.09322418413132368
0.29,0.0945752592636617
0.3,0.06397738126659468
0.31,0.056815734109886315
0.32,0.05767657856609672
0.33,0.04462012231926603
0.34,0.0
1.0,0.0
