Method,Mean,Std
Baseline,0.5000,0.0000
RCP,1.0000,0.0000
Bi-level,0.7000,0.0000
Bimodal+Random,0.9800,0.0000
Random+RL,1.0000,0.0000
GA+RL,0.9800,0.0000
Onion+Ra,0.7600,0.0000
Onion+RL,0.9800,0.0000
SOLO+Ra,1.0000,0.0000
SOLO+RL,0.7200,0.0000
ROMEN+Ra,0.7200,0.0000
ROMEN+RL,1.0000,0.0000
