Method,Mean,Std
Baseline,0.3571,0.0000
RCP,0.4904,0.0000
Bi-level,0.4487,0.0000
Bimodal+Random,0.4798,0.0000
Random+RL,0.4744,0.0000
GA+RL,0.4942,0.0000
Onion+Ra,0.4627,0.0000
Onion+RL,0.4926,0.0000
SOLO+Ra,0.5000,0.0000
SOLO+RL,0.4583,0.0000
ROMEN+Ra,0.4509,0.0000
ROMEN+RL,0.4976,0.0000
