Method,Mean,Std
Baseline,0.3393,0.0287
RCP,0.4742,0.0000
Bi-level,0.5000,0.0000
Bimodal+Random,0.3383,0.0392
Random+RL,0.4370,0.0552
GA+RL,0.4387,0.0432
Onion+Ra,0.4543,0.0098
Onion+RL,0.4592,0.0117
SOLO+Ra,0.4130,0.0332
SOLO+RL,0.4378,0.0474
ROMEN+Ra,0.2867,0.0566
ROMEN+RL,0.4742,0.0000
