Method,Mean,Std
Baseline,0.6242,0.0000
RCP,0.6107,0.0000
Bi-level,0.7450,0.0000
Bimodal+Random,0.7315,0.0000
Random+RL,0.9195,0.0000
GA+RL,0.7047,0.0000
Onion+Ra,0.6644,0.0000
Onion+RL,0.4564,0.0000
SOLO+Ra,0.7517,0.0000
SOLO+RL,0.5906,0.0000
ROMEN+Ra,0.5436,0.0000
ROMEN+RL,0.6107,0.0000
