Method,Mean,Std
Baseline,0.4227,0.0000
RCP,0.4723,0.0000
Bi-level,0.4825,0.0000
Bimodal+Random,0.4710,0.0000
Random+RL,0.4729,0.0000
GA+RL,0.4513,0.0000
Onion+Ra,0.4425,0.0000
Onion+RL,0.4693,0.0000
SOLO+Ra,0.4730,0.0000
SOLO+RL,0.4469,0.0000
ROMEN+Ra,0.4663,0.0000
ROMEN+RL,0.4647,0.0000
