Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.42415519067251023,0.3134240134887747,0.8798479700087358,0.665736327514177,0.3782716946072049,,0.42415519067251023,,0.31079868330947724,0.367792603386773,
