Method,Mean,Std
Baseline,1.0000,0.0000
RCP,0.2700,0.0000
Bi-level,0.5500,0.0000
GA+RL,0.5700,0.0000
Onion+Ra,1.0000,0.0000
Onion+RL,N/A,N/A
ROMEN+Ra,1.0000,0.0000
ROMEN+RL,N/A,N/A
BimodalRL,0.2600,0.0000
UNITY+Ra,1.0000,0.0000
UNITY+RL,N/A,N/A
