Method,Mean,Std
Baseline,0.3391,0.0000
RCP,0.1542,0.0000
Bi-level,0.3144,0.0000
Bimodal+Random,0.3487,0.0000
Random+RL,0.1459,0.0000
GA+RL,0.3672,0.0000
Onion+Ra,0.2023,0.0000
Onion+RL,0.2647,0.0000
SOLO+Ra,0.2893,0.0000
SOLO+RL,0.2539,0.0000
ROMEN+Ra,0.2887,0.0000
ROMEN+RL,0.2775,0.0000
BimodalRL,0.1561,0.0000
