Method,Mean,Std
Baseline,0.7255,0.0000
RCP,0.3333,0.0000
Bi-level,0.8039,0.0000
Bimodal+Random,0.8562,0.0000
Random+RL,0.1895,0.0000
GA+RL,0.6536,0.0000
Onion+Ra,0.5229,0.0000
Onion+RL,0.5752,0.0000
SOLO+Ra,0.3725,0.0000
SOLO+RL,0.3856,0.0000
ROMEN+Ra,0.6013,0.0000
ROMEN+RL,0.4510,0.0000
BimodalRL,0.3856,0.0000
