Method,Mean,Std
Baseline,0.0719,0.0000
RCP,0.6144,0.0000
Bi-level,0.7647,0.0000
Bimodal+Random,0.1699,0.0000
Random+RL,0.8824,0.0000
GA+RL,0.4510,0.0000
Onion+Ra,0.5686,0.0000
Onion+RL,0.6667,0.0000
SOLO+Ra,0.3137,0.0000
SOLO+RL,0.3399,0.0000
ROMEN+Ra,0.5294,0.0000
ROMEN+RL,0.6144,0.0000
