Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL
0.8,0.82,0.72,0.8,1.0,0.9,0.9,0.74,0.9,0.94,0.7,1.0,0.82
