Method,Mean,Std
Baseline,0.9200,0.0000
RCP,1.0000,0.0000
Bi-level,0.8800,0.0000
Bimodal+Random,0.5600,0.0000
Random+RL,1.0000,0.0000
GA+RL,1.0000,0.0000
Onion+Ra,0.7800,0.0000
Onion+RL,0.7800,0.0000
SOLO+Ra,0.6800,0.0000
SOLO+RL,0.5800,0.0000
ROMEN+Ra,0.3400,0.0000
ROMEN+RL,1.0000,0.0000
BimodalRL,1.0000,0.0000
UNITY+Ra,0.9800,0.0000
UNITY+RL,0.3800,0.0000
