Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.40322,0.47179999999999994,0.42485999999999996,0.37149999999999994,0.49999999999999994,0.46440000000000003,0.47209999999999996,0.47209999999999996,0.40909,0.38308999999999993,0.20806000000000002,0.47179999999999994,0.47179999999999994,0.43521,0.30180999999999997
