Method,Mean,Std
Baseline,0.4032,0.0000
RCP,0.4718,0.0000
Bi-level,0.4249,0.0000
Bimodal+Random,0.3715,0.0000
Random+RL,0.5000,0.0000
GA+RL,0.4644,0.0000
Onion+Ra,0.4721,0.0000
Onion+RL,0.4721,0.0000
SOLO+Ra,0.4091,0.0000
SOLO+RL,0.3831,0.0000
ROMEN+Ra,0.2081,0.0000
ROMEN+RL,0.4718,0.0000
BimodalRL,0.4718,0.0000
UNITY+Ra,0.4352,0.0000
UNITY+RL,0.3018,0.0000
