Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.57,0.26,0.55,0.5700000000000001,0.77,0.83,0.54,0.12,0.12,0.59,0.48
