Method,Mean,Std
Baseline,0.9878,0.0000
RCP,0.2517,0.0000
Bi-level,0.8724,0.0000
GA+RL,0.5786,0.0000
Onion+Ra,1.3850,0.0000
Onion+RL,1.1966,0.0000
ROMEN+Ra,0.9317,0.0000
ROMEN+RL,0.1418,0.0000
BimodalRL,0.1418,0.0000
UNITY+Ra,0.8825,0.0000
UNITY+RL,0.5273,0.0000
