Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.987760141757807,0.25170843324688136,0.8724095060084219,0.5786001594256938,1.3849876400971177,1.19662490062894,0.931731691137091,0.1417729621743537,0.1417729621743537,0.8824540031893252,0.5273318692065223
