Method,Mean,Std
Baseline,0.4051,0.0000
RCP,0.3228,0.0000
Bi-level,0.6203,0.0000
Bimodal+Random,0.6013,0.0000
Random+RL,0.6392,0.0000
GA+RL,0.5759,0.0000
Onion+Ra,0.5949,0.0000
Onion+RL,0.6392,0.0000
SOLO+Ra,0.5570,0.0000
SOLO+RL,0.6203,0.0000
ROMEN+Ra,0.3354,0.0000
ROMEN+RL,0.5000,0.0000
