Method,Mean,Std
Baseline,1.0000,0.0000
RCP,1.0000,0.0000
Bi-level,0.5400,0.0000
GA+RL,0.5600,0.0000
Onion+Ra,1.0000,0.0000
Onion+RL,N/A,N/A
ROMEN+Ra,1.0000,0.0000
ROMEN+RL,N/A,N/A
BimodalRL,0.9800,0.0000
UNITY+Ra,1.0000,0.0000
UNITY+RL,N/A,N/A
