Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.5,0.47215,0.3751,0.3909,0.5,,0.5,,0.44735,0.5,
