Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.76,0.8,0.76,0.8,1.0,0.62,0.7,0.7,0.72,0.76,0.68,0.88,0.8,0.8,1.0
