Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.46042999999999995,0.47569999999999996,0.45764,0.4617,0.49999999999999994,0.4225,0.4181,0.41709999999999997,0.4517,0.4583,0.43989,0.48746000000000006,0.48009999999999997,0.4695,0.49899999999999994
