Method,Mean,Std
Baseline,0.7600,0.0000
RCP,0.8000,0.0000
Bi-level,0.7600,0.0000
Bimodal+Random,0.8000,0.0000
Random+RL,1.0000,0.0000
GA+RL,0.6200,0.0000
Onion+Ra,0.7000,0.0000
Onion+RL,0.7000,0.0000
SOLO+Ra,0.7200,0.0000
SOLO+RL,0.7600,0.0000
ROMEN+Ra,0.6800,0.0000
ROMEN+RL,0.8800,0.0000
BimodalRL,0.8000,0.0000
UNITY+Ra,0.8000,0.0000
UNITY+RL,1.0000,0.0000
