Method,Mean,Std
Baseline,0.4604,0.0000
RCP,0.4757,0.0000
Bi-level,0.4576,0.0000
Bimodal+Random,0.4617,0.0000
Random+RL,0.5000,0.0000
GA+RL,0.4225,0.0000
Onion+Ra,0.4181,0.0000
Onion+RL,0.4171,0.0000
SOLO+Ra,0.4517,0.0000
SOLO+RL,0.4583,0.0000
ROMEN+Ra,0.4399,0.0000
ROMEN+RL,0.4875,0.0000
BimodalRL,0.4801,0.0000
UNITY+Ra,0.4695,0.0000
UNITY+RL,0.4990,0.0000
