Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.4,1.0,0.88,0.54,0.98,1.0,0.8,0.76,0.64,0.4,0.5,1.0,1.0,0.96
