Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.23429000000000003,0.33920000000000006,0.42485999999999996,0.37486,0.48841,0.5,0.4791,0.46730000000000005,0.40828999999999993,0.31588999999999995,0.26628999999999997,0.5,0.5,0.47842000000000007
