Method,Mean,Std
Baseline,0.2343,0.0000
RCP,0.3392,0.0000
Bi-level,0.4249,0.0000
Bimodal+Random,0.3749,0.0000
Random+RL,0.4884,0.0000
GA+RL,0.5000,0.0000
Onion+Ra,0.4791,0.0000
Onion+RL,0.4673,0.0000
SOLO+Ra,0.4083,0.0000
SOLO+RL,0.3159,0.0000
ROMEN+Ra,0.2663,0.0000
ROMEN+RL,0.5000,0.0000
BimodalRL,0.5000,0.0000
UNITY,0.4784,0.0000
