Method,Mean,Std
Baseline,0.0592,0.0000
RCP,0.2538,0.0000
Bi-level,0.3887,0.0000
GA+RL,0.2549,0.0000
Onion+Ra,0.0566,0.0000
Onion+RL,N/A,N/A
ROMEN+Ra,0.0592,0.0000
ROMEN+RL,N/A,N/A
BimodalRL,0.5577,0.0000
UNITY+Ra,0.0566,0.0000
UNITY+RL,N/A,N/A
