Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.05917749536258523,0.25379593397180583,0.38868336778549323,0.2549392076346825,0.05662274935815333,,0.05917749536258523,,0.5576819867599656,0.05662274935815333,
