Method,Mean,Std
Baseline,0.3861,0.0000
RCP,0.4004,0.0000
Bi-level,0.4249,0.0000
Bimodal+Random,0.3381,0.0000
Random+RL,0.3235,0.0000
GA+RL,0.3698,0.0000
Onion+Ra,0.4699,0.0000
Onion+RL,0.4819,0.0000
SOLO+Ra,0.4317,0.0000
SOLO+RL,0.4108,0.0000
ROMEN+Ra,0.2965,0.0000
ROMEN+RL,0.4004,0.0000
BimodalRL,0.4004,0.0000
UNITY,0.3474,0.0000
