Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.3861,0.4004,0.42485999999999996,0.33809999999999996,0.32347000000000004,0.36981,0.46989,0.48189,0.43167,0.4108200000000001,0.2965,0.4004,0.4004,0.34743
