Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.40388999999999997,0.4738,0.42485999999999996,0.40909999999999996,0.4812200000000001,0.39187,0.4789,0.4948,0.3876800000000001,0.36108999999999997,0.36681,0.4738,0.4738,0.40769999999999995,0.47781
