Method,Mean,Std
Baseline,0.4039,0.0000
RCP,0.4738,0.0000
Bi-level,0.4249,0.0000
Bimodal+Random,0.4091,0.0000
Random+RL,0.4812,0.0000
GA+RL,0.3919,0.0000
Onion+Ra,0.4789,0.0000
Onion+RL,0.4948,0.0000
SOLO+Ra,0.3877,0.0000
SOLO+RL,0.3611,0.0000
ROMEN+Ra,0.3668,0.0000
ROMEN+RL,0.4738,0.0000
BimodalRL,0.4738,0.0000
UNITY+Ra,0.4077,0.0000
UNITY+RL,0.4778,0.0000
