Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.68,1.0,0.88,0.7,0.96,0.56,0.8,1.0,0.56,0.48,0.56,1.0,1.0,0.64,0.98
