Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.5,0.24715,0.3751,0.3909,0.5,,0.5,,0.2386,0.5,
