x_val,y_val
0.0,1.0
0.03,0.8347011117784144
0.04,0.8347011117784144
0.05,0.7981034820053451
0.06,0.7981034820053451
0.07,0.798103482005345
0.08,0.7886022500767099
0.09,0.7788720728003969
0.1,0.7786375434198489
0.11,0.7685440937829249
0.12,0.7581983079050778
0.13,0.7576931791189985
0.14,0.7469430023896179
0.15,0.7462785805764266
0.22,0.753403036058394
0.24,0.6988057880877978
0.26,0.6321205588285582
0.27,0.6321205588285581
0.28,0.6226859236221617
0.33,0.5506710358827788
0.34,0.5506710358827788
0.35,0.5506710358827788
0.36,0.5139596334905936
0.37,0.5040039989435603
0.46,0.4511883639059739
0.47,0.4421645966278544
0.48,0.414356660729976
0.49,0.4041895759991016
0.5,0.15041490702039814
0.51,0.1497441605007977
0.52,0.15307180851192653
0.53,0.1524309576389699
0.54,0.11382022481149984
0.55,0.0
1.0,0.0
