x_val,y_val
0.0,1.0
0.02,4.328652028287395
0.03,3.651498173060042
0.04,3.041385950667135
0.05,2.477715310086025
0.06,2.3876894170587715
0.07,1.9278410131281072
0.08,1.8666667718996948
0.09,1.8296512337618096
0.13,1.4058233054287463
0.14,1.3631243822051258
0.16,0.9588331057701582
0.17,0.6298206941581067
0.18,0.5741369247436523
0.19,0.5666867992545985
0.2,0.5418091309376252
0.21,0.5060915265764508
0.22,0.5004699104710629
0.23,0.5007936604817709
0.24,0.48944174276815877
0.25,0.4678902821998074
0.26,0.46134312947591144
0.27,0.46406823816433757
0.28,0.4520356859479632
0.29,0.45858692777329596
0.3,0.44229745864868164
0.31,0.41502716292196246
0.32,0.39795684814453125
0.33,0.3723093766432542
0.34,0.23801520466804504
0.35,0.22856571560814268
0.65,0.30587174263644845
0.66,0.28307328193691833
0.67,0.280642707986458
0.68,0.2867631472470182
0.69,0.2852108077108077
0.7,0.2950456631491114
0.71,0.276530612244898
0.72,0.0
1.0,0.0
