Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.11,0.15,0.5,0.5,0.09,,0.11,,0.14,0.09,
