Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL
0.755,0.78,0.785,0.755,0.73,0.78,0.8,0.725,0.795,0.675,0.715,0.77
0.76,0.795,0.755,0.795,0.775,0.78,0.72,0.72,0.805,0.77,0.79,0.78
0.795,0.765,0.81,0.79,0.8,0.775,0.76,0.755,0.795,0.805,0.7,0.78
0.795,0.755,0.725,0.735,0.705,0.745,0.765,0.79,0.795,0.73,0.655,0.8
0.785,0.83,0.78,0.795,0.79,0.795,0.78,0.765,0.69,0.735,0.785,0.79
0.765,0.8,0.75,0.755,0.79,0.775,0.71,0.79,0.76,0.765,0.745,0.775
0.735,0.795,0.795,0.785,0.785,0.77,0.77,0.77,0.795,0.78,0.795,0.765
0.755,0.76,0.775,0.76,0.78,0.765,0.77,0.755,0.785,0.785,0.79,0.815
0.8,0.805,0.755,0.785,0.72,0.795,0.75,0.755,0.75,0.745,0.785,0.775
0.75,0.8,0.755,0.795,0.76,0.745,0.705,0.77,0.8,0.785,0.79,0.78
0.725,0.78,0.81,0.715,0.79,0.74,0.775,0.75,0.78,0.765,0.765,0.79
0.795,0.79,0.74,0.735,0.8,0.73,0.77,0.795,0.68,0.74,0.735,0.82
0.785,0.8,0.795,0.795,0.78,0.77,0.77,0.785,0.795,0.735,0.77,0.785
0.79,0.79,0.8,0.78,0.78,0.735,0.77,0.76,0.74,0.75,0.77,0.755
0.73,0.785,0.81,0.78,0.735,0.68,0.78,0.765,0.785,0.715,0.8,0.805
0.755,0.755,0.8,0.76,0.76,0.73,0.755,0.715,0.72,0.765,0.775,0.83
0.725,0.8,0.8,0.755,0.74,0.78,0.785,0.705,0.72,0.78,0.77,0.79
0.77,0.8,0.745,0.74,0.705,0.795,0.76,0.8,0.7,0.8,0.755,0.725
0.79,0.795,0.79,0.77,0.75,0.73,0.78,0.76,0.77,0.73,0.785,0.8
0.79,0.765,0.725,0.78,0.795,0.74,0.755,0.785,0.765,0.79,0.79,0.775
0.75,0.76,0.78,0.7,0.74,0.775,0.795,0.795,0.715,0.7,0.705,0.78
0.775,0.765,0.775,0.765,0.785,0.7,0.795,0.71,0.74,0.745,0.72,0.8
0.77,0.79,0.76,0.795,0.8,0.745,0.765,0.795,0.755,0.79,0.725,0.81
0.78,0.795,0.76,0.795,0.725,0.77,0.78,0.715,0.79,0.75,0.785,0.815
0.785,0.78,0.79,0.78,0.685,0.79,0.77,0.795,0.76,0.78,0.745,0.755
0.795,0.74,0.79,0.785,0.765,0.755,0.745,0.8,0.7,0.735,0.8,0.785
0.785,0.795,0.745,0.755,0.77,0.83,0.79,0.795,0.78,0.78,0.73,0.765
0.71,0.79,0.74,0.67,0.745,0.8,0.75,0.755,0.785,0.73,0.77,0.76
0.78,0.81,0.705,0.71,0.8,0.745,0.995,0.79,0.745,0.715,0.775,0.77
0.71,0.685,0.78,0.775,0.765,0.8,0.695,0.775,0.75,0.785,0.735,0.785
0.775,0.775,0.775,0.775,0.74,0.75,0.8,0.755,0.78,0.765,0.77,0.8
0.765,0.8,0.82,0.78,0.76,0.79,0.76,0.75,0.71,0.755,0.695,0.775
0.74,0.8,0.795,0.78,0.69,0.75,0.78,0.71,0.735,0.775,0.78,0.79
0.785,0.805,0.8,0.765,0.76,0.74,0.78,0.775,0.7,0.745,0.785,0.75
0.775,0.84,0.79,0.775,0.76,0.74,0.74,0.765,0.73,0.765,0.765,0.78
0.76,0.785,0.78,0.76,0.78,0.78,0.735,0.755,0.7,0.79,0.775,0.8
0.785,0.825,0.805,0.745,0.785,0.805,0.79,0.77,0.69,0.785,0.785,0.75
0.77,0.81,0.8,0.655,0.76,0.72,0.78,0.79,0.65,0.735,0.725,0.78
0.78,0.835,0.755,0.73,0.795,0.785,0.79,0.8,0.76,0.76,0.78,0.75
0.725,0.8,0.79,0.705,0.765,0.75,0.735,0.775,0.74,0.725,0.795,0.765
0.78,0.8,0.79,0.77,0.79,0.745,0.75,0.78,0.76,0.715,0.78,0.79
0.76,0.79,0.765,0.75,0.75,0.74,0.755,0.79,0.775,0.79,0.755,0.8
0.795,0.79,0.77,0.795,0.8,0.78,0.66,0.75,0.725,0.745,0.75,0.805
0.77,0.8,0.77,0.7,0.79,0.765,0.765,0.775,0.735,0.77,0.79,0.785
0.8,0.755,0.82,0.745,0.8,0.725,0.775,0.78,0.68,0.79,0.755,0.785
0.795,0.78,0.78,0.75,0.755,0.755,0.785,0.755,0.77,0.745,0.775,0.805
0.755,0.8,0.795,0.77,0.77,0.795,0.755,0.745,0.765,0.8,0.785,0.785
0.735,0.75,0.79,0.745,0.78,0.79,0.72,0.785,0.76,0.78,0.775,0.8
0.76,0.795,0.755,0.795,0.77,0.745,0.755,0.795,0.77,0.795,0.79,0.78
0.795,0.775,0.795,0.77,0.75,0.795,0.795,0.74,0.77,0.7,0.75,0.79
