Method,Mean,Std
Baseline,0.1570,0.0000
RCP,0.1818,0.0000
Bi-level,0.8724,0.0000
GA+RL,0.5786,0.0000
Onion+Ra,0.1330,0.0000
Onion+RL,N/A,N/A
ROMEN+Ra,0.1570,0.0000
ROMEN+RL,N/A,N/A
BimodalRL,0.1916,0.0000
UNITY+Ra,0.1330,0.0000
UNITY+RL,N/A,N/A
