Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL
0.1830065359477124,0.35947712418300654,0.7254901960784313,0.5555555555555556,0.9215686274509803,0.6274509803921569,0.6993464052287581,0.7516339869281046,0.47058823529411764,0.4117647058823529,0.6143790849673203,0.3790849673202614
0.35947712418300654,0.5032679738562091,0.7320261437908496,0.41830065359477125,0.16993464052287582,0.6797385620915033,0.5882352941176471,0.6601307189542484,0.6470588235294118,0.43790849673202614,0.7320261437908496,0.43137254901960786
0.5098039215686274,0.5555555555555556,0.6666666666666666,0.7058823529411765,0.8954248366013072,0.5098039215686274,0.6339869281045751,0.47058823529411764,0.5359477124183006,0.7189542483660131,0.4444444444444444,0.5228758169934641
0.46405228758169936,0.5620915032679739,0.6274509803921569,0.7450980392156863,0.934640522875817,0.7516339869281046,0.8366013071895425,0.5228758169934641,0.5163398692810458,0.6078431372549019,0.43137254901960786,0.6797385620915033
0.7712418300653595,0.41830065359477125,0.5620915032679739,0.6078431372549019,0.9019607843137255,0.7124183006535948,0.6209150326797386,0.477124183006536,0.7254901960784313,0.49673202614379086,0.5620915032679739,0.46405228758169936
0.35294117647058826,0.49673202614379086,0.673202614379085,0.5620915032679739,0.9411764705882353,0.477124183006536,0.5816993464052288,0.3464052287581699,0.5032679738562091,0.6535947712418301,0.26143790849673204,0.49673202614379086
0.27450980392156865,0.4117647058823529,0.6666666666666666,0.7254901960784313,0.4117647058823529,0.48366013071895425,0.6993464052287581,0.5294117647058824,0.39869281045751637,0.5228758169934641,0.6209150326797386,0.47058823529411764
0.5555555555555556,0.42483660130718953,0.6993464052287581,0.6405228758169934,0.16993464052287582,0.6862745098039216,0.7058823529411765,0.5490196078431373,0.6405228758169934,0.46405228758169936,0.6013071895424836,0.5620915032679739
0.5620915032679739,0.6601307189542484,0.5751633986928104,0.7189542483660131,0.5294117647058824,0.39215686274509803,0.6078431372549019,0.6013071895424836,0.6143790849673203,0.5686274509803921,0.32679738562091504,0.43790849673202614
0.5359477124183006,0.5294117647058824,0.6535947712418301,0.5686274509803921,0.7516339869281046,0.7058823529411765,0.49019607843137253,0.6535947712418301,0.6862745098039216,0.5751633986928104,0.5816993464052288,0.6862745098039216
