Method,Mean,Std
Baseline,0.7766,0.0117
RCP,0.7902,0.0108
Bi-level,0.7911,0.0126
Bimodal+Random,0.7704,0.0152
Random+RL,0.7822,0.0132
GA+RL,0.7738,0.0171
Onion+Ra,0.7708,0.0153
Onion+RL,0.7850,0.0119
SOLO+Ra,0.7733,0.0188
SOLO+RL,0.7733,0.0164
ROMEN+Ra,0.7790,0.0163
ROMEN+RL,0.7898,0.0104
