Method,Mean,Std
Baseline,0.4564,0.0000
RCP,0.5082,0.0000
Bi-level,0.8798,0.0000
GA+RL,0.6657,0.0000
Onion+Ra,0.3545,0.0000
Onion+RL,N/A,N/A
ROMEN+Ra,0.4564,0.0000
ROMEN+RL,N/A,N/A
BimodalRL,0.7726,0.0000
UNITY+Ra,0.3780,0.0000
UNITY+RL,N/A,N/A
