Method,Mean,Std
Baseline,0.4474,0.0000
RCP,0.5289,0.0000
Bi-level,0.8798,0.0000
GA+RL,0.5948,0.0000
Onion+Ra,0.3713,0.0000
Onion+RL,N/A,N/A
ROMEN+Ra,0.4474,0.0000
ROMEN+RL,N/A,N/A
BimodalRL,0.5289,0.0000
UNITY+Ra,0.3612,0.0000
UNITY+RL,N/A,N/A
