Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL
0.08100031530111257,0.1129358137020855,0.1269384487185262,0.26791637764064685,0.3553156389351831,0.27590480158551417,0.14960799063105265,0.3549845277239764,0.35018409080672036,0.44524737624431326,0.3008193324625017,0.34761902616999235
