Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL
0.1610738255033557,0.20134228187919462,0.19463087248322147,0.5838926174496645,0.5369127516778524,0.6040268456375839,0.19463087248322147,0.7516778523489933,0.4966442953020134,0.7449664429530202,0.6174496644295302,0.6510067114093959
