Method,Mean,Std
Baseline,0.4118,0.0000
RCP,0.5556,0.0000
Bi-level,0.7059,0.0000
Bimodal+Random,0.6078,0.0000
Random+RL,0.7190,0.0000
GA+RL,0.5882,0.0000
Onion+Ra,0.5033,0.0000
Onion+RL,0.3529,0.0000
SOLO+Ra,0.3791,0.0000
SOLO+RL,0.6928,0.0000
ROMEN+Ra,0.4052,0.0000
ROMEN+RL,0.5882,0.0000
