Method,Mean,Std
Baseline,0.2296,0.0000
RCP,0.3035,0.0000
Bi-level,0.3738,0.0000
Bimodal+Random,0.3616,0.0000
Random+RL,0.3927,0.0000
GA+RL,0.3599,0.0000
Onion+Ra,0.2757,0.0000
Onion+RL,0.1951,0.0000
SOLO+Ra,0.2655,0.0000
SOLO+RL,0.3736,0.0000
ROMEN+Ra,0.2701,0.0000
ROMEN+RL,0.3464,0.0000
