Method,Mean,Std
Baseline,0.1789,0.0723
RCP,0.3784,0.0000
Bi-level,0.3400,0.0846
Bimodal+Random,0.0590,0.0715
Random+RL,0.3764,0.0430
GA+RL,0.3051,0.0650
Onion+Ra,0.3380,0.0180
Onion+RL,0.4104,0.0255
SOLO+Ra,0.1682,0.0605
SOLO+RL,0.2567,0.0372
ROMEN+Ra,0.1390,0.0804
ROMEN+RL,0.3847,0.0000
BimodalRL,0.3847,0.0000
