Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL
0.2470510701012431,0.37841080353710105,0.40577581272160274,0.20042744243666968,0.31251407578281853,0.37872465718313475,0.3172377504378658,0.4379178307488572,0.18011427228843604,0.27678649237472774,0.04110463924131744,0.38473315818702203,0.38473315818702203
0.22176165150155921,0.37841080353710105,0.40577581272160274,0.029852022726301847,0.3865672604553804,0.36818646674356015,0.36016995599982915,0.421214853261566,0.07572329018753471,0.23069661241402883,0.04110463924131744,0.38473315818702203,0.38473315818702203
0.04110463924131744,0.37841080353710105,0.282319022598146,0.027673373488829082,0.386118715024136,0.3077378785937033,0.3160021786492375,0.3630140117048999,0.24588307915758895,0.3180134563629373,0.2154820154641377,0.38473315818702203,0.38473315818702203
0.2045887692767739,0.37841080353710105,0.20042744243666968,0.0033664829766329187,0.4431726899910291,0.20372786107907215,0.34865075398351064,0.4217850185825965,0.12754248366013074,0.24553129138365584,0.18942366183946346,0.38473315818702203,0.38473315818702203
0.17985469263958306,0.37841080353710105,0.40577581272160274,0.03386056644880175,0.3536525695245418,0.2673343585800333,0.3477456106625657,0.4081710880430604,0.2118328420692896,0.2123881840317826,0.2077499466017344,0.38473315818702203,0.38473315818702203
