Method,Mean,Std
Baseline,0.1409,0.0000
RCP,0.2013,0.0000
Bi-level,0.5570,0.0000
Bimodal+Random,0.0805,0.0000
Random+RL,0.9396,0.0000
GA+RL,0.6846,0.0000
Onion+Ra,0.5772,0.0000
Onion+RL,0.7718,0.0000
SOLO+Ra,0.4094,0.0000
SOLO+RL,0.3960,0.0000
ROMEN+Ra,0.0940,0.0000
ROMEN+RL,0.2013,0.0000
