Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.3817293679861992,0.1791531833989765,0.3302077247851949,0.2428116070378539,0.5251994540157094,0.46383808164226986,0.312853441234868,0.557334665090639,0.557334665090639,0.3385863944431606,0.22791178096269904
