Method,Mean,Std
Baseline,0.2953,0.0000
RCP,0.5034,0.0000
Random,0.1678,0.0000
Hybrid,0.4966,0.0000
Bi-level,0.7584,0.0000
Bimodal+Random,0.6242,0.0000
Random+RL,0.8993,0.0000
GA+RL,0.6577,0.0000
Onion+Ra,0.6174,0.0000
Onion+RL,0.4362,0.0000
SOLO+Ra,0.4832,0.0000
SOLO+RL,0.4765,0.0000
