Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL
0.20765217782982748,0.28448885185352013,0.1338779109049142,0.33715084906085313,0.42715015089410374,0.39759857664069187,0.40919999099139676,0.36797608215846134,0.37886068195126354,0.26838932930949055,0.3484082473762443,0.32593081392730056
