Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL
0.2953020134228188,0.5033557046979866,0.16778523489932887,0.4966442953020134,0.7583892617449665,0.6241610738255033,0.8993288590604027,0.6577181208053692,0.6174496644295302,0.436241610738255,0.48322147651006714,0.47651006711409394
