Method,Mean,Std
Baseline,0.2077,0.0000
RCP,0.2845,0.0000
Random,0.1339,0.0000
Hybrid,0.3372,0.0000
Bi-level,0.4272,0.0000
Bimodal+Random,0.3976,0.0000
Random+RL,0.4092,0.0000
GA+RL,0.3680,0.0000
Onion+Ra,0.3789,0.0000
Onion+RL,0.2684,0.0000
SOLO+Ra,0.3484,0.0000
SOLO+RL,0.3259,0.0000
