x_val,y_val
0.0,1.0
0.01,0.8347011117784144
0.02,0.7981034820053451
0.03,0.7981034820053451
0.04,0.7534030360583936
0.07,0.6988057880877975
0.08,0.6906801393891021
0.1,0.6321205588285587
0.11,0.5506710358827788
0.12,0.45118836390597333
0.13,0.3296799539643612
0.14,0.32575519260764263
0.15,0.32570790632623636
0.16,0.32565946672089335
0.17,0.32560983107591224
0.18,0.3214379551152521
0.19,0.31716046204166387
0.23,0.18126924692201793
0.24,0.17885232362972436
0.25,0.17881966250415282
0.26,0.17630296618442842
0.27,0.1711987332041281
0.28,0.16339763102829793
1.0,0.0
